,playlist,name,followers,num_songs,av_song_pop,pct_explicit,avg_dur,av_artist_followers,pop_pct,rap_pct,rock_pct,popular_artist_pct,log_followers,log_artist_follow
1248,37i9dQZF1DWWc7UGhP4Mpw,This Is: Ramones,37210.0,34,25.91176470588235,0.0,143652.29411764705,865413.0,0.0,0.0,1.0,0.0,10.524332821340668,13.670962128615258
1249,37i9dQZF1DWXupFIUw7TOC,This Is: Oasis,175267.0,50,23.66,0.0,304060.56,1900497.0,1.0,0.0,0.0,1.0,12.074065804471827,14.45762598887823
1250,37i9dQZF1DXcGV9sg8bMdx,This Is: Jane's Addiction,6917.0,66,30.59090909090909,0.10606060606060606,276415.8333333333,294898.0,1.0,0.0,0.0,0.0,8.841737428600585,12.594384812820383
1251,37i9dQZF1DX56bqlsMxJYR,50s Pop Drive Time,198.0,21,28.904761904761905,0.0,148505.33333333334,143626.0,0.47619047619047616,0.0,0.047619047619047616,0.09523809523809523,5.288267030694535,11.87496797770297
1252,37i9dQZF1DXdLtD0qszB1w,This Is: The Beatles,94221.0,90,55.5,0.0,170475.94444444444,4973530.0,0.0,0.0,1.0,1.0,11.453398365655575,15.41964040752585
1253,37i9dQZF1DWYHkSks5rujC,The Long and Winding Road,148505.0,45,54.15555555555556,0.0,179130.93333333332,4973530.0,0.0,0.0,1.0,1.0,11.908373906691738,15.41964040752585
1254,37i9dQZF1DX5k1GSjYBi0z,All You Need Is Love,71780.0,50,52.04,0.0,163712.84,4973530.0,0.0,0.0,1.0,1.0,11.181361164701599,15.41964040752585
1255,37i9dQZF1DWZreqadA03A8,Lucy In The Sky With Diamonds,82985.0,49,50.38775510204081,0.0,190868.44897959183,4973530.0,0.0,0.0,1.0,1.0,11.326415147554819,15.41964040752585
1256,37i9dQZF1DXdwF9DytRe8w,Here Comes The Sun,62457.0,46,53.08695652173913,0.0,171530.1739130435,4973530.0,0.0,0.0,1.0,1.0,11.042233598943882,15.41964040752585
1257,37i9dQZF1DXcHV6YH5zTsV,Twist and Shout,14439.0,50,52.86,0.0,162300.72,4973530.0,0.0,0.0,1.0,1.0,9.577688157971219,15.41964040752585
1258,37i9dQZF1DWUlZhYdX0uqM,This Is: Tom Petty,130737.0,51,53.68627450980392,0.0,239729.96078431373,464794.50980392157,1.0,0.0,0.0,0.9803921568627451,11.780942950597804,13.049350672496379
1259,37i9dQZF1DXeaMD6NdSui3,Lone Star Blues,27171.0,20,35.2,0.0,257207.1,133811.65,0.0,0.0,0.75,0.0,10.209905507043057,11.80418849313998
1260,37i9dQZF1DX0uqkwkR49kK,Prog Rock Monsters,7711.0,100,25.75,0.0,491934.82,156999.18,0.04,0.0,0.83,0.01,8.95040315983296,11.96399586138687
1261,37i9dQZF1DX0i61tT0OnnK,Space-themed Classical Music,180815.0,75,25.08,0.0,389025.0,104043.88,0.02666666666666667,0.0,0.04,0.05333333333333334,12.10522968810061,11.55256801221592
1262,6kDXxWpyGJ2f7nQWQwOMBA,PF,181.0,100,2.29,0.0,246719.76,4047134.0,0.0,0.0,1.0,1.0,5.198497031265826,15.213519534256227
1263,4SJ51ZOUgnrv5GjY1GCZAL,Pink Floyd: Start Here,4446.0,10,6.9,0.0,486567.0,4047134.0,0.0,0.0,1.0,1.0,8.399760094524142,15.213519534256227
1264,37i9dQZF1DXcKmFL2DMoCZ,Black Sabbath: The Dio Years,1145.0,16,30.8125,0.0,292993.8125,1801975.0,0.0,0.0,1.0,1.0,7.0431599159883405,14.404393843580264
